group_id,industry_code,sic_start,sic_end,sic_description
1,Agric,100,199,Agriculture: Agricultural production - crops
1,Agric,200,299,Agriculture: Agricultural production - livestock
1,Agric,700,799,Agriculture: Agricultural services
1,Agric,910,919,Agriculture: Commercial fishing
1,Agric,2048,2048,Agriculture: Prepared feeds for animals
2,Food,2000,2009,Food Products: Food and kindred products
2,Food,2010,2019,Food Products: Meat products
2,Food,2020,2029,Food Products: Dairy products
2,Food,2030,2039,Food Products: Canned & preserved fruits & vegetables
2,Food,2040,2046,Food Products: Flour and other grain mill products
2,Food,2050,2059,Food Products: Bakery products
2,Food,2060,2063,Food Products: Sugar and confectionery products
2,Food,2070,2079,Food Products: Fats and oils
2,Food,2090,2092,Food Products: Misc food preparations and kindred products
2,Food,2095,2095,Food Products: Roasted coffee
2,Food,2098,2099,Food Products: Misc food preparations
3,Soda,2064,2068,Candy & Soda: Candy and other confectionery
3,Soda,2086,2086,Candy & Soda: Bottled-canned soft drinks
3,Soda,2087,2087,Candy & Soda: Flavoring syrup
3,Soda,2096,2096,Candy & Soda: Potato chips
3,Soda,2097,2097,Candy & Soda: Manufactured ice
4,Beer,2080,2080,Beer & Liquor: Beverages
4,Beer,2082,2082,Beer & Liquor: Malt beverages
4,Beer,2083,2083,Beer & Liquor: Malt
4,Beer,2084,2084,Beer & Liquor: Wine
4,Beer,2085,2085,Beer & Liquor: Distilled and blended liquors
5,Smoke,2100,2199,Tobacco Products: Tobacco products
6,Toys,920,999,"Recreation: Fishing, hunting & trapping"
6,Toys,3650,3651,Recreation: Household audio visual equipment
6,Toys,3652,3652,Recreation: Phonograph records
6,Toys,3732,3732,Recreation: Boat building and repairing
6,Toys,3930,3931,Recreation: Musical instruments
6,Toys,3940,3949,Recreation: Toys
7,Fun,7800,7829,Entertainment: Services - motion picture production and distribution
7,Fun,7830,7833,Entertainment: Services - motion picture theaters
7,Fun,7840,7841,Entertainment: Services - video rental
7,Fun,7900,7900,Entertainment: Services - amusement and recreation
7,Fun,7910,7911,Entertainment: Services - dance studios
7,Fun,7920,7929,"Entertainment: Services - bands, entertainers"
7,Fun,7930,7933,Entertainment: Services - bowling centers
7,Fun,7940,7949,Entertainment: Services - professional sports
7,Fun,7980,7980,Entertainment: Amusement and recreation services (?)
7,Fun,7990,7999,Entertainment: Services - Misc entertainment
8,Books,2700,2709,Printing and Publishing: Printing publishing and allied
8,Books,2710,2719,Printing and Publishing: Newspapers: publishing-printing
8,Books,2720,2729,Printing and Publishing: Periodicals: publishing-printing
8,Books,2730,2739,Printing and Publishing: Books: publishing-printing
8,Books,2740,2749,Printing and Publishing: Misc publishing
8,Books,2770,2771,Printing and Publishing: Greeting card
8,Books,2780,2789,Printing and Publishing: Bookbinding
8,Books,2790,2799,Printing and Publishing: Service industries for the print trade
9,Hshld,2047,2047,Consumer Goods: Dog and cat food
9,Hshld,2391,2392,"Consumer Goods: Curtains, home furnishings"
9,Hshld,2510,2519,Consumer Goods: Household furniture
9,Hshld,2590,2599,Consumer Goods: Misc furniture and fixtures
9,Hshld,2840,2843,Consumer Goods: Soap & other detergents
9,Hshld,2844,2844,"Consumer Goods: Perfumes, cosmetics and other toilet preparations"
9,Hshld,3160,3161,Consumer Goods: Luggage
9,Hshld,3170,3171,Consumer Goods: Handbags and purses
9,Hshld,3172,3172,"Consumer Goods: Personal leather goods, except handbags and purses"
9,Hshld,3190,3199,Consumer Goods: Leather goods
9,Hshld,3229,3229,Consumer Goods: Pressed and blown glass
9,Hshld,3260,3260,Consumer Goods: Pottery and related products
9,Hshld,3262,3263,Consumer Goods: China and earthenware table articles
9,Hshld,3269,3269,Consumer Goods: Pottery products
9,Hshld,3230,3231,Consumer Goods: Glass products
9,Hshld,3630,3639,Consumer Goods: Household appliances
9,Hshld,3750,3751,"Consumer Goods: Motorcycles, bicycles and parts  (Harley & Huffy)"
9,Hshld,3800,3800,"Consumer Goods: Misc instruments, photo goods & watches"
9,Hshld,3860,3861,"Consumer Goods: Photographic equipment  (Kodak etc, but also Xerox)"
9,Hshld,3870,3873,"Consumer Goods: Watches, clocks and parts"
9,Hshld,3910,3911,"Consumer Goods: Jewelry, precious metals"
9,Hshld,3914,3914,Consumer Goods: Silverware
9,Hshld,3915,3915,Consumer Goods: Jewelers' findings and materials
9,Hshld,3960,3962,Consumer Goods: Costume jewelry and novelties
9,Hshld,3991,3991,Consumer Goods: Brooms and brushes
9,Hshld,3995,3995,Consumer Goods: Burial caskets
10,Clths,2300,2390,Apparel: Apparel and other finished products
10,Clths,3020,3021,Apparel: Rubber and plastics footwear
10,Clths,3100,3111,Apparel: Leather tanning and finishing
10,Clths,3130,3131,Apparel: Boot & shoe cut stock & findings
10,Clths,3140,3149,"Apparel: Footwear, except rubber"
10,Clths,3150,3151,Apparel: Leather gloves and mittens
10,Clths,3963,3965,"Apparel: Fasteners, buttons, needles, pins"
11,Hlth,8000,8099,Healthcare: Services - health
12,MedEq,3693,3693,"Medical Equipment: X-ray, electromedical app"
12,MedEq,3840,3849,"Medical Equipment: Surgical, medical, and dental instruments and supplies"
12,MedEq,3850,3851,Medical Equipment: Ophthalmic goods
13,Drugs,2830,2830,Pharmaceutical Products: Drugs
13,Drugs,2831,2831,Pharmaceutical Products: Biological products
13,Drugs,2833,2833,Pharmaceutical Products: Medicinal chemicals
13,Drugs,2834,2834,Pharmaceutical Products: Pharmaceutical preparations
13,Drugs,2835,2835,"Pharmaceutical Products: In vitro, in vivo diagnostic substances"
13,Drugs,2836,2836,"Pharmaceutical Products: Biological products, except diagnostic substances"
14,Chems,2800,2809,Chemicals: Chemicals and allied products
14,Chems,2810,2819,Chemicals: Industrial inorganic chemicals
14,Chems,2820,2829,Chemicals: Plastic material & synthetic resin/rubber
14,Chems,2850,2859,Chemicals: Paints
14,Chems,2860,2869,Chemicals: Industrial organic chemicals
14,Chems,2870,2879,Chemicals: Agriculture chemicals
14,Chems,2890,2899,Chemicals: Misc chemical products
15,Rubbr,3031,3031,Rubber and Plastic Products: Reclaimed rubber
15,Rubbr,3041,3041,Rubber and Plastic Products: Rubber & plastic hose & belting
15,Rubbr,3050,3053,"Rubber and Plastic Products: Gaskets, hoses, etc"
15,Rubbr,3060,3069,Rubber and Plastic Products: Fabricated rubber products
15,Rubbr,3070,3079,Rubber and Plastic Products: Misc rubber products (?)
15,Rubbr,3080,3089,Rubber and Plastic Products: Misc plastic products
15,Rubbr,3090,3099,Rubber and Plastic Products: Misc rubber and plastic products (?)
16,Txtls,2200,2269,Textiles: Textile mill products
16,Txtls,2270,2279,Textiles: Floor covering mills
16,Txtls,2280,2284,Textiles: Yarn and thread mills
16,Txtls,2290,2295,Textiles: Misc textile goods
16,Txtls,2297,2297,Textiles: Non-woven fabrics
16,Txtls,2298,2298,Textiles: Cordage and twine
16,Txtls,2299,2299,Textiles: Misc textile products
16,Txtls,2393,2395,"Textiles: Textile bags, canvas products"
16,Txtls,2397,2399,Textiles: Misc textile products
17,BldMt,800,899,Construction Materials: Forestry
17,BldMt,2400,2439,Construction Materials: Lumber and wood products
17,BldMt,2450,2459,Construction Materials: Wood buildings & mobile homes
17,BldMt,2490,2499,Construction Materials: Misc wood products
17,BldMt,2660,2661,Construction Materials: Building paper and board mills
17,BldMt,2950,2952,Construction Materials: Paving & roofing materials
17,BldMt,3200,3200,"Construction Materials: Stone, clay, glass, concrete, etc"
17,BldMt,3210,3211,Construction Materials: Flat glass
17,BldMt,3240,3241,"Construction Materials: Cement, hydraulic"
17,BldMt,3250,3259,Construction Materials: Structural clay products
17,BldMt,3261,3261,Construction Materials: Vitreous china plumbing fixtures
17,BldMt,3264,3264,Construction Materials: Porcelain electrical supplies
17,BldMt,3270,3275,"Construction Materials: Concrete, gypsum & plaster products"
17,BldMt,3280,3281,Construction Materials: Cut stone and stone products
17,BldMt,3290,3293,Construction Materials: Abrasive and asbestos products
17,BldMt,3295,3299,Construction Materials: Misc nonmetallic mineral products
17,BldMt,3420,3429,"Construction Materials: Cutlery, hand tools and general hardware"
17,BldMt,3430,3433,Construction Materials: Heating equipment & plumbing fixtures
17,BldMt,3440,3441,Construction Materials: Fabricated structural metal products
17,BldMt,3442,3442,"Construction Materials: Metal doors, frames"
17,BldMt,3446,3446,Construction Materials: Architectural or ornamental metal work
17,BldMt,3448,3448,Construction Materials: Prefabricated metal buildings and components
17,BldMt,3449,3449,Construction Materials: Misc structural metal work
17,BldMt,3450,3451,Construction Materials: Screw machine products
17,BldMt,3452,3452,"Construction Materials: Bolts, nuts, screws, rivets and washers"
17,BldMt,3490,3499,Construction Materials: Misc fabricated metal products
17,BldMt,3996,3996,Construction Materials: Hard surface floor coverings
18,Cnstr,1500,1511,Construction: Build construction - general contractors
18,Cnstr,1520,1529,Construction: General building contractors - residential
18,Cnstr,1530,1539,Construction: Operative builders
18,Cnstr,1540,1549,Construction: General building contractors - non-residential
18,Cnstr,1600,1699,Construction: Heavy construction - not building contractors
18,Cnstr,1700,1799,Construction: Construction - special contractors
19,Steel,3300,3300,Steel Works Etc: Primary metal industries
19,Steel,3310,3317,Steel Works Etc: Blast furnaces & steel works
19,Steel,3320,3325,Steel Works Etc: Iron & steel foundries
19,Steel,3330,3339,Steel Works Etc: Primary smelting & refining of nonferrous metals
19,Steel,3340,3341,Steel Works Etc: Secondary smelting & refining of nonferrous metals
19,Steel,3350,3357,"Steel Works Etc: Rolling, drawing & extruding of nonferrous metals"
19,Steel,3360,3369,Steel Works Etc: Nonferrous foundries and casting
19,Steel,3370,3379,Steel Works Etc: Steel works etc
19,Steel,3390,3399,Steel Works Etc: Misc primary metal products
20,FabPr,3400,3400,"Fabricated Products: Fabricated metal, except machinery and trans eq"
20,FabPr,3443,3443,Fabricated Products: Fabricated plate work
20,FabPr,3444,3444,Fabricated Products: Sheet metal work
20,FabPr,3460,3469,Fabricated Products: Metal forgings and stampings
20,FabPr,3470,3479,"Fabricated Products: Coating, engraving and allied services"
21,Mach,3510,3519,Machinery: Engines & turbines
21,Mach,3520,3529,Machinery: Farm and garden machinery and equipment
21,Mach,3530,3530,"Machinery: Construction, mining & material handling machinery & equipment"
21,Mach,3531,3531,Machinery: Construction machinery & equipment
21,Mach,3532,3532,"Machinery: Mining machinery & equipment, except oil field"
21,Mach,3533,3533,Machinery: Oil & gas field machinery & equipment
21,Mach,3534,3534,Machinery: Elevators & moving stairways
21,Mach,3535,3535,Machinery: Conveyors & conveying equipment
21,Mach,3536,3536,"Machinery: Cranes, hoists and monorail systems"
21,Mach,3538,3538,Machinery: Machinery
21,Mach,3540,3549,Machinery: Metalworking machinery & equipment
21,Mach,3550,3559,Machinery: Special industry machinery
21,Mach,3560,3569,Machinery: General industrial machinery & equipment
21,Mach,3580,3580,Machinery: Refrigeration & service industry machinery
21,Mach,3581,3581,Machinery: Automatic vending machines
21,Mach,3582,3582,Machinery: Commercial laundry and dry-cleaning machines
21,Mach,3585,3585,"Machinery: Air conditioning, warm air heating and refrigeration equipment"
21,Mach,3586,3586,Machinery: Measuring and dispensing pumps
21,Mach,3589,3589,Machinery: Service industry machinery
21,Mach,3590,3599,Machinery: Misc industrial and commercial equipment and machinery
22,ElcEq,3600,3600,Electrical Equipment: Electronic & other electrical equipment
22,ElcEq,3610,3613,Electrical Equipment: Electric transmission and distribution equipment
22,ElcEq,3620,3621,Electrical Equipment: Electrical industrial apparatus
22,ElcEq,3623,3629,Electrical Equipment: Electrical industrial apparatus
22,ElcEq,3640,3644,Electrical Equipment: Electric lighting & wiring equipment
22,ElcEq,3645,3645,Electrical Equipment: Residential electric lighting fixtures
22,ElcEq,3646,3646,"Electrical Equipment: Commercial, industrial and institutional electric lighting fixtures"
22,ElcEq,3648,3649,Electrical Equipment: Misc lighting equipment
22,ElcEq,3660,3660,Electrical Equipment: Communications equipment
22,ElcEq,3690,3690,Electrical Equipment: Misc electrical machinery and equipment
22,ElcEq,3691,3692,Electrical Equipment: Storage batteries
22,ElcEq,3699,3699,"Electrical Equipment: Misc electrical machinery, equipment and supplies"
23,Autos,2296,2296,Automobiles and Trucks: Tire cord and fabric
23,Autos,2396,2396,"Automobiles and Trucks: Automotive trimmings, apparel findings & related products"
23,Autos,3010,3011,Automobiles and Trucks: Tires and inner tubes
23,Autos,3537,3537,"Automobiles and Trucks: Industrial trucks, tractors, trailers & stackers"
23,Autos,3647,3647,Automobiles and Trucks: Vehicular lighting equipment
23,Autos,3694,3694,Automobiles and Trucks: Electrical equipment for internal combustion engines
23,Autos,3700,3700,Automobiles and Trucks: Transportation equipment
23,Autos,3710,3710,Automobiles and Trucks: Motor vehicles and motor vehicle equipment
23,Autos,3711,3711,Automobiles and Trucks: Motor vehicles & passenger car bodies
23,Autos,3713,3713,Automobiles and Trucks: Truck & bus bodies
23,Autos,3714,3714,Automobiles and Trucks: Motor vehicle parts & accessories
23,Autos,3715,3715,Automobiles and Trucks: Truck trailers
23,Autos,3716,3716,Automobiles and Trucks: Motor homes
23,Autos,3792,3792,Automobiles and Trucks: Travel trailers and campers
23,Autos,3790,3791,Automobiles and Trucks: Misc transportation equipment
23,Autos,3799,3799,Automobiles and Trucks: Misc transportation equipment
24,Aero,3720,3720,Aircraft: Aircraft & parts
24,Aero,3721,3721,Aircraft: Aircraft
24,Aero,3723,3724,Aircraft: Aircraft engines & engine parts
